Magazine,EHASTRA_EH_NUMMER,Period,Heftjahr,Heftnummer,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung,N1_Demand,N2_Demand,N3_Demand,EM_Demand,PD_Demand,Nahmias_Demand,Conrad_Demand,Bayesian_Demand,Bayesian_Q,Baseline_Demand,N1_Q,N2_Q,N3_Q,EM_Q,PD_Q,Nahmias_Q,Conrad_Q,Baseline_Q
A,EHH0010681,2023-034,2023,34,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-035,2023,35,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-036,2023,36,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-037,2023,37,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,,,,,,,,
A,EHH0010681,2023-038,2023,38,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-039,2023,39,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,
A,EHH0010681,2023-040,2023,40,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,
A,EHH0010681,2023-041,2023,41,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-042,2023,42,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-043,2023,43,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,
A,EHH0010681,2023-044,2023,44,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,,,,,,,,
A,EHH0010681,2023-045,2023,45,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-046,2023,46,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,,,,,,,,
A,EHH0010681,2023-047,2023,47,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,
A,EHH0010681,2023-048,2023,48,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,
A,EHH0010681,2023-049,2023,49,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-050,2023,50,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,
A,EHH0010681,2023-051,2023,51,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,
A,EHH0010681,2023-052,2023,52,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,
A,EHH0010681,2024-001,2024,1,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-002,2024,2,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-003,2024,3,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-004,2024,4,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-005,2024,5,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-006,2024,6,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-007,2024,7,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-008,2024,8,5.0,2.0,3.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-009,2024,9,6.0,5.0,1.0,5.0,5.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-010,2024,10,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-011,2024,11,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-012,2024,12,5.0,2.0,3.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-013,2024,13,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-014,2024,14,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-015,2024,15,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-016,2024,16,4.0,2.0,2.0,1.0,1.0,0.0,Klasse 1-2,S,Y,85,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-017,2024,17,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-018,2024,18,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-019,2024,19,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-020,2024,20,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-021,2024,21,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-022,2024,22,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-023,2024,23,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-024,2024,24,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
A,EHH0010681,2024-025,2024,25,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-026,2024,26,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-027,2024,27,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-028,2024,28,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
A,EHH0010681,2024-029,2024,29,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,85,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
B,EHA0020265,2022-002,2022,2,5.0,2.0,3.0,1.0,1.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,6.0,1.0,,,,,,,,
B,EHA0020265,2022-003,2022,3,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-004,2022,4,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-005,2022,5,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-006,2022,6,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-007,2022,7,5.0,4.0,1.0,4.0,4.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,,,,,,,,
B,EHA0020265,2022-008,2022,8,6.0,2.0,4.0,6.0,2.0,4.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-009,2022,9,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-010,2022,10,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,,,,,,,,
B,EHA0020265,2022-011,2022,11,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-012,2022,12,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-013,2022,13,7.0,2.0,5.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-014,2022,14,8.0,3.0,5.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-015,2022,15,4.0,2.0,2.0,1.0,1.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,6.0,1.0,,,,,,,,
B,EHA0020265,2022-016,2022,16,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-017,2022,17,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-018,2022,18,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-019,2022,19,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-020,2022,20,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-021,2022,21,6.0,3.0,3.0,3.0,3.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-022,2022,22,5.0,2.0,3.0,5.0,2.0,3.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-023,2022,23,6.0,4.0,2.0,6.0,4.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,,,,,,,,
B,EHA0020265,2022-024,2022,24,6.0,3.0,3.0,3.0,3.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-025,2022,25,6.0,2.0,4.0,6.0,2.0,4.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-026,2022,26,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-027,2022,27,4.0,3.0,1.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-028,2022,28,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-029,2022,29,6.0,4.0,2.0,6.0,4.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,,,,,,,,
B,EHA0020265,2022-030,2022,30,5.0,4.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,2.0,0.0085,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-031,2022,31,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-032,2022,32,5.0,3.0,2.0,3.0,3.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-033,2022,33,6.0,2.0,4.0,6.0,2.0,4.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-034,2022,34,5.0,3.0,2.0,5.0,3.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-035,2022,35,5.0,3.0,2.0,5.0,3.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,,,,,,,,
B,EHA0020265,2022-036,2022,36,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-037,2022,37,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,,,,,,,,
B,EHA0020265,2022-038,2022,38,5.0,2.0,3.0,5.0,2.0,3.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-039,2022,39,13.0,6.0,7.0,5.0,5.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,,,,,,,,
B,EHA0020265,2022-040,2022,40,8.0,1.0,7.0,8.0,1.0,7.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,
B,EHA0020265,2022-041,2022,41,4.0,2.0,2.0,1.0,1.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,6.0,1.0,,,,,,,,
B,EHA0020265,2022-042,2022,42,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,6.0,1.0,,,,,,,,
B,EHA0020265,2022-043,2022,43,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,
B,EHA0020265,2022-044,2022,44,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,
B,EHA0020265,2022-045,2022,45,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,
B,EHA0020265,2022-046,2022,46,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,
B,EHA0020265,2022-047,2022,47,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,,,,,,,,
B,EHA0020265,2022-048,2022,48,5.0,2.0,3.0,5.0,2.0,3.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,
B,EHA0020265,2022-049,2022,49,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,
B,EHA0020265,2022-050,2022,50,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,
B,EHA0020265,2022-051,2022,51,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,
B,EHA0020265,2022-052,2022,52,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,
B,EHA0020265,2023-001,2023,1,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,
B,EHA0020265,2023-002,2023,2,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,
